po_number,date,supplier,delivery_date,grand_total,vat,product_code,description,quantity,unit_price,total_value
PO00002712,24/03/2025,p Urgent!# Please submit the delivery dates.,24/03/2025,"1,375.00",247.50,ICN0239,"HYLEYS - PASSION FRUIT - 100 G (NEW) - (OR & OD) REF CODE - 3281 V 14 _ 0612024 (since 10.12.2024 ) 260 GSM / lvory/ Emboss / UV Varnish / 175 LPI 97 x 50 x 135 MM, 6 COLORS / GOLD FOIL ENGLISH,RUSSIAN,UKRAINIAN,ESTONIAN,GEORGI AN,BELARUSIAN",25000.00,0.055000,"1,375.00"
